text,polarity,sentiment
senategop anesthesia surgeries 19days apart pfizerbiontech wont introduced b,0,Neutral
really good thead pfizerbiontech mayoclinic epidemiologist,0.7,Positive
watch live jacksonhealth system news conference receiving first shipment pfizerbiontech covid19 v,0.1931818182,Positive
usa nevada umcsn hospital ceo van houweling says umc nurse 1st person vaccinated,0,Neutral
notwastingmyshot 4th person charleston get pfizerbiontech covidvaccine muschealth id_musc feel,0,Neutral
hav genuine mancitycouncil wythenshawe place manchester southmanchester deliverin covidvaccine,0.4,Positive
year 2022 also proudly post picture eventually receive covid vaccine,0.8,Positive
little vial carries much scientists worked tirelessly get vaccinated,0.00625,Positive
usa westvirginia wvu medicine received shipments pfizerbiontech covid19 vaccine amp begun,0,Neutral
ingredients pfizers covid19 vaccine mit technology review vaccination covidvaccine pfizer,0,Neutral
today lucky enough get vaccinated covid19 patients,0.1666666667,Positive
incredibly grateful received pfizerbiontech covidvaccine osuwexmed thanks everyone,0.55,Positive
save best last pfizerbiontech vaccine covid19 stayhome,0.5,Positive
canada receiving 200000 doses pfizerbiontech vaccine next week amp potentially 168,0,Neutral
cdcgov stick poison vaccine ass novaccineforme vaccinegenocide2020 pfizerbiontech,0,Neutral
grossly unfair absolutely inevitable first dibs vaccines rich countries cleared shelves,0.03125,Positive
repnewhouse lieslieslies pfizerbiontech affiliated trumpublican silly star trek program,-0.5,Negative
progress last meeting emanews december 21st instead december 29th vaccine,0,Neutral
brookearmymed covid identification chips similar ones put dogs certificate validation identi,0,Neutral
heard drdavidnabarro indiatoday dont think allow parents family take vac,0,Neutral
juice loose received 1st dose pfizerbiontech vaccine today proud medical worker th,0.241025641,Positive
ive heard two sources two parts country arrival covid vaccines delayed covid19,0,Neutral
feeling emotional grateful lucky one first people worcestershire receive vaccine,0.1944444444,Positive
jackmaxey1 realsamfaddis covid identification chips similar ones put dogs certificate valid,0,Neutral
majorpatriot covid identification chips similar ones put dogs certificate validation identif,0,Neutral
drtedros bts_twt covid identification chips similar ones put dogs certificate validation id,0,Neutral
justintrudeau covid identification chips similar ones put dogs certificate validation identi,0,Neutral
3 million doses pfizerbiontech covid vaccine set reach facilities across us monday,0,Neutral
skynews borisjohnson need least talking lockdown3 needed asap already seeing r,-0.3,Negative
pfizerbiontech vaccinations covid19 begin muschealth chsnews abcnews4,0,Neutral
infographic fda declared possibility seven side effects pfizerbiontech vaccine read,0,Neutral
excited muschealth rolling pfizerbiontech covidvaccine today amazing work,0.4875,Positive
pfizerbiontech made process smooth easy step way able communicate st,0.4444444444,Positive
academic pharmacists critical easing covid19 vaccine concerns oksanapyzikucl covidvaccine pfizerbiontech,0,Neutral
senatemajldr thanks genius immigrant trump amp gop despise pfizerbiontech drsahin,0.2,Positive
geoffreyknapper rosiebarton understand concept livetweeting covid19related update press,0,Neutral
another covid19 vaccine coming us_fda released report moderna live noon kiro7seattle w first va,0.1931818182,Positive
new strain covid19 covid20 covid21 uk pfizer pfizerbiontech astrazeneca moderna vaccination,0.1363636364,Positive
staff members north memorial hospital react doses pfizerbiontech covid19 vaccine delivered ro,0,Neutral
assume secretspreader post vaccine test posneg wlive virus amp vax tbd covid19,0,Neutral
ive provided short summary pfizerbiontech publication new england journal medicine vacc,0.06818181818,Positive
201 return investment vaccines yet ukgovernment removed liability drug manufacturers,0,Neutral
eu hopes vaccine christmas ema regulator moves forward assessment pfizerbiontechs jab 21 decem,0,Neutral
mygp launch englands first digital covid19 vaccination verification feature smartphones covid19,0.125,Positive
systemic reactions reported within 7 days injection dose 2 bnt162b2 data,0,Neutral
covid19 new york nurse gets first shots coronavirus vaccine covidvaccine sandralindsay newyorkcity,0.1931818182,Positive
polish healthcare worker uk become first polish person given vaccine covid19,0.25,Positive
delighted taxi driver today take gentleman early 90s gps covid vaccination part 1,0.4,Positive
update eus medicines regulator ema tuesday dramatically advanced decision day,0.4,Positive
ottawa county calhoun county already preparing administer entire first shipment includes 97,0.125,Positive
maga_trump2020 roguesquadkat realdonaldtrump vision immigrant kind diaperdonnie hates,0.6,Positive
getting ready go bbcworld segment pfizerbiontech covidvaccine discuss myths,0.2,Positive
lebanon due sign contract week shipments covid19 vaccine pfizerbiontech obta,-0.125,Negative
ready go joined fordnation launch covidvaccine pfizerbiontech clinic uhn incredible teamuhn,0.55,Positive
time dance lt3 covidvaccine pfizerbiontech coronavaccine pandemicbegone,0,Neutral
emas human medicines committee experts scheduled 21 december conclude possible,0,Neutral
meeting review possibly approving biontech pfizer vaccine use europe bumped dec,0,Neutral
drtonyleachon ralphrecto government insisting sinovac fact less efficacy safety wors,-0.1666666667,Negative
video elderly patients isle sheppey become first vaccinated coronavirus,0.25,Positive
wonder hell ema members meet christmas must wait 29 dec sur,0,Neutral
ummmm isnt lorettohospital 1st receive covid19 vaccine blacklatino community,0,Neutral
praising responsible covid19vaccine trump whoever lets give credit credi,0.2,Positive
bravo anita dedication hard work taking care seniors ltc psw covid19 vaccine,-0.2916666667,Negative
dry ice poured box containing pfizerbiontech covid19 vaccine prepared shipped th,-0.06666666667,Negative
vaccine anyone taking coz bro asked didnt liked answer,0.6,Positive
one downone go excellent vaccination service orcsacutenhs thank covidvaccine,1,Positive
vaccinated pfizerbiontech covid19,0,Neutral
celebrity cook bakeoff presenter prueleith getting new covid vaccine west oxfordshire today,0.1363636364,Positive
great day science pfizerbiontech,0.8,Positive
ani new vaccine similar pfizervaccine normal cold chain suffice looks like pfizer,-0.07840909091,Negative
interim clinical considerations use pfizerbiontech covid19 vaccine cdc pfizerbiontech vaccine covid19,0,Neutral
guide safely get pfizerbiontech covid19 vaccine pfizerbiontech covid19 vaccine safety,0.5,Positive
option c paul vaccine toxic unsafe pmlive pmonair auspol antivaccine covid_19 sarscov2,0,Neutral
first covid19 vaccination new york lev radin covidvaccine biontech pfizervaccine pfizerbiontech,0.1931818182,Positive
pfizerbiontech covid19vaccine vial contains 5 doses caught glimpse one vials label,0,Neutral
canada become third nation world administer pfizerbiontech vaccine starting covid19,0,Neutral
iran refused receive pfizerbiontech vaccine covid19 know fa,0,Neutral
padsbigsis grandpcn drmandipthiara jim_reed thanks becky indeed learning together rich_pratt ou,0.2,Positive
13 gp practices leicestershire among first get pfizerbiontech jab starts rolled ou,0.25,Positive
gps region start administering coronavirus pfizerbiontech vaccine today,0,Neutral
realdonaldtrump presssec bekindhavehope congratulations german migrants scientists pfizerbiontech biontech,0,Neutral
pash22 pfizer enirenberg sharing pash22 extensive analysis pfizerbiontech vaccine safety profile b,0,Neutral
sharing pash22 extensive analysis pfizerbiontech vaccine safety profile bottom line safe eg,0.25,Positive
majority gps england start delivering pfizerbiontech coronavirus vaccine local commun,0,Neutral
covid19 us canada began vaccination drive coronavirus pfizerbiontech doses monda,0,Neutral
wasnt jennifer haller first person usa given trial vaccine given time person year,0.25,Positive
1st country inoculated pfizerbiontech covid19vacccine makes sing manns world,0,Neutral
take breath celebrate happened today democracy constitution pfizerbiontech gave us hope,0,Neutral
first dose covid19 vaccine given black nurse new york via youtube,0.07323232323,Positive
bhakts around world also boycott covid19vaccine developed pfizerbiontech zoo_bear,0.1,Positive
first doses coronavirus vaccine administered canada following us uk us uk canada,0.125,Positive
nstworld sandralindsay critical care nurse long island jewish medical center received,-0.03,Negative
victory day science us canada start mass covid19 vaccination drive coronavirusvaccine,0,Neutral
wonderer whether covid vaccine producers inc chinese ones also getting full indemnity governme,0.175,Positive
scheduled covid19 vaccine today cardiotwitter pfizerbiontech pfizervaccine,0,Neutral
covidvaccine facts 43000 participated pfizerbiontech trial fda approved emergen,0,Neutral
coronavirusvaccine update need know pfizerbiontech pfizervaccine,0,Neutral
clearly may beginning end sense nevertheless end pande,0.1,Positive
new york us monday inoculated first healthcare worker pfizerbiontech covid19 vaccine youtube,0.1931818182,Positive
monday raymond pla anesthesiologist one five front line workers george washington university hos,0,Neutral
photo pinned everyones information government pushing get sinovac way,0,Neutral
canada among first line pfizerbiontech vaccinecdnpoli cbc ctv,0.25,Positive
vaccines arrived ab mum isolation 10 days 18 residents sick 2 passed away,-0.7142857143,Negative
vaccines covid19 ingredients pfizervaccine pfizerbiontech,0,Neutral
two mrnabased vaccines pfizerbiontech received us_fda cdcgov approval modernanih vac,0,Neutral
metamorf_us datanami model predict number lives saved pfizerbiontech vaccine end year,0,Neutral
correction anita quidangen toronto 1st person ontario get pfizerbiontech vaccine,0,Neutral
im sure nobody would object pfizer ceo getting take vaccine first would prefer take 1,0.375,Positive
ready tomorrow starting ms quidangen first canadian receive covidvaccine uhn ready,0.1625,Positive
liberal_party pfizerbiontech liabilities pfizervaccine untested pfizer ccp infiltration,0,Neutral
offguardian0 reading pfizer phaseiii details concluded vaccine immunize death,0,Neutral
reading pfizer phaseiii details concluded vaccine immunize death certificates,0,Neutral
breaking last big apple u saved 1st vaccination us given new york hard hit outbreaks fi,-0.03882575758,Negative
abcworldnews abc lot unknown vaccines impact models saying based,-0.1,Negative
abcworldnews abc please share latest case death projections due covid using forecast model acc,0.1875,Positive
fordnation fraudnation theres light end tunnel wish pfizerbiontech vaccine lu,0.4,Positive
delighted pfizerbiontech vaccine packed dry ice heading around worldthough make,0.3166666667,Positive
drannemurphy unlike giving mrna vaccine pregnant woman drsdeg pretlovesam amp also allerg,0.3333333333,Positive
foxnews marthamaccallum trump nothing pfizerbiontech,0,Neutral
canada 1st pfizerbiontech covid19 vaccine canada administered personal support worker anita q,0,Neutral
iranians using hashtag واکسن_بخرید means buy vaccine one saddest hashtags ever,0,Neutral
months fighting covid icu grateful always ppe keep covid free relief getti,0.4,Positive
